Nota,Texto
5,"Estou usando no bluetooth pois no cabo auxiliar meu computador não conseguiu ""empurrar"" necessitando de um amplificador. Por enquanto vou continuar usando no bluetooth pois a qualidade é assustadora, o nível de detalhes e a presença destas caixas proporcionam uma experiência absurda, pelo preço acredito ser a melhor opção!."
5,"Produto é top gostei bastante , pessoalmente ele é bem bonito , só achei que ele falta um pouquinho de grave , vou utilizar um sub externo pós o grave e muito pouco."
5,"O produto é ótimo, e a marca é referência em áudio de qualidade. Fiz os testes com microfone, com o violão e com o áudio do celular ligado no bluetooth e achei que o som ficou perfeito. Muito bom !!!."
5,"Excelente qualidade de som, comprei duas dessas as quais vão substituir o trabalho de 8 caixas que tínhamos antes. Som de alta qualidade, vale o investimento."
5,"Produto excelente, ótimo material, qualidade de som surpreende. Apesar de não ter equlisadores ela vem com alguns ajustes que são o suficiente para onuso simples. Para algo mais específico é interessante utilizar o recurso de mesa de som ou equalizador. Eu tenho duas staner sr 315 e eu gosto muito do som delas, porém a diferença da qualidade de timbre para a jbl e gritante. A jbl tem o som muito melhor. Até o momento estou muito satisfeito, agora é torcer para ser uma caixa resistente sem muitos problemas crônicos."
5,"Ponfesso que fiquei preocupado com muitos comentários falando que a caixa esquentava muito, ela esquenta um pouco, esquenta igual outras coisas, isso é normal. Fiz um show com ela hoje em um dia de muito calor, mas a caixa deu conta e trabalhou morna. Pode comprar, a caixa é top, muita qualidade! fiz uma ótima compra!."
5,"Me surpreendi de verdade com essa caixinha. O som é alto, tem grave bom e não distorce fácil. Conectei pelo bluetooth rapidinho e ainda testei o rádio fm, que funcionou bem. A bateria aguenta bastante, usei por várias horas sem precisar carregar. O tamanho é ótimo pra levar pra qualquer canto, e essa alça ajuda muito. No geral, achei um ótimo custo-benefício. Recomendo pra quem quer uma caixa potente e prática pro dia a dia."
5,"Caixinha de som monster mfs1 aprovadíssima! som potente, design moderno e super prática com alça. Perfeita pra levar a música onde for!."
5,"Eu amei a caixinha de som. O volume é super alto. Da tranquilo para ambientes pequenos e externos. Não perde a qualidade do som quando deixa no volume máximo. A duração da bateria me surpreendeu muito, dura bastante. Tem uma alça muito boa para carregar tanto nas mãos quanto ao corpo."
5,"Gostei, muito boa! a recepção de rádio fm funciona perfeitamente. O som tem qualidade com bons graves e agudos e o volume é bem alto. A bateria dura quase o dia todo. O bluetooth tbm funciona perfeitamente com conexão rápida e sem falhas."
5,Qualidade duvidosa.
5,"Melhor investimento que fiz, uso todo dia."
4,Achei o áudio um pouco estranho.
5,Muito bom alta ouso o dia todo no trabalho.
5,Muito bom!.
5,Significado real que tamanho não é documento!.
5,Ok recibo só faltou o rapaz ir na minha residência.
5,"Maravilhosa, som alto, design lindo, ótima qualidade 💞🌹."
5,A caixinha de som é muito boa. Superou as minhas expectativas. Achei que seria mais ou menos. Mais o som é muito bom. Ajustei o som no equalizar do windows media player. Ficou ótimo os graves e agudos. Não consegui aumentar até o ultimo volume. É muito alto. Eu recomendo. Use o equalizador do seu pc para ficar perfeito.
5,"Tem acabamento bom,som limpo. Top!. Recomendo!!!."
5,"Produto top e ajudou muito, pois comprei para melhorar o som de saída da minha tv multilaser. Som limpo e ideal para pequenos cômodos. Indico com certeza !!!."
5,"Qualidade muito boa, baixem o fxsound na loja do windows 11 dá pra melhorar ainda mais a qualidade do som."
5,"Produto muito bonito. O som não é de fato potente, mas para melhorar o áudio de minha televisão, que é muito fraco, atendeu às expectativas."
5,Muito boa e bonita satisfeito demais com a caixa.
5,"Caixa muito boa o grave é bem assentuado , só o tamanho que poderia ser maior e sobre a durabilidade da bateria ainda fiz o teste."
5,Gostei kuit.
5,Bem alta e surpreendeu muito a qualidade.
5,"Pra meu uso é pra servir de caixa de som de meu pc eliminar fios , observação e bom. Dar uma carga completa 100% pra bateria nao viciar e durar horas de som , material é de qualidade som excelente , batsrial. Dura alem das 24horas em. Uso moderado design e clean e bonito ,satisfeito de mais , valeu cada centavo podem adquirir sem medo."
5,"Ótimo produto, de ótima qualidade."
5,E uma ótima caixa de som muito bonita. Tem um bluetooth alcance de uns 30 metros. Um som muito bom mesmo gostei muito som maravilhoso de uma qualidade superior ótima de um bom material gostei muito me surpreendeu bateria dura muito ótimo 👍.
5,Produto de ótima qualidade.
5,"Som muito potente e cristalino , o violão fica com o som perfeito e dá para ouvir cada detalhe da voz. Sem dúvidas vale cada centavo que custa, é outro nível 👏🏻👏🏻."
5,"Pra quem vive de música ao vivo, fazendo festas particulares, barzinho, voz e violão, com cajon, ou com sanfona, enfim, pode comprar sem medo, é top."
5,"Produto de excelente qualidade, material de 1a, qualidade do som indiscutível."
5,"Excelente caixa, construção, peso, sonoridade, já é a segunda que compro, melhor curto beneficio que temos."
5,"Som extremamente limpo e potente, me surpreendeu bastante. Uso ela numa banda de rock e ela consegue se sobressair sob 2 guitarras 1 baixo e a bateria. Se vc faz show em bares n tenha medo de comprar."
5,Olha gostei de mais muito bom 👍🏽.
4,Produto de boa qualidade.
5,Boa.
4,Linda a caixa.
5,"Excelente custo-benefício. Não é uma jbl, mas quebra um galho!. Agudos ok, médios estridentes e graves fracos. Mas nada que desabone o produto. Não testei a durabilidade da bateria ainda. Para sintonizar as rádios fm deve-se plugar o cabo usb na porta de pen-drive e dar dois toques rápidos na tecla play. Um toque é a função mute."
5,"Gostei da caixinha, o som é honesto, tem um bom agudo porém o grave não é muito evidente, mas é um ótimo custo benefício!. Tenho uma jbl clip 4 original que acaba tenho uma qualidade sonora melhor!. Elton sodré."
5,"Surpreendente a qualidade e potência dessa caixinha, pequena no tamanho, mas grande na qualidade. É lógico que não é uma jbl, mas não deixa a desejar, ótima opção de custo benefício. Eu compraria novamente. Recomendo! show."
5,Super top gostei demais mas a opção de rádio pelo menos na minha não encontra sintonia só fica xiando.
5,"Gostei bastante usando pendrive ,compraria novamente."
4,"Vantagens em relação à jbl: maior durabilidade de bateria, volume de som maior, leitor de pendrive, luzes rgb, base antiderrapante e principalmente o preço. Desvantagens: falta de graves mais impactantes, app não permite renomear o aparelho, à prova d’água somente para jatos direcionados ou respingos. Ao meu ver valeu muito a pena."
5,Sou apaixonado por som e música e essa caixa encaixou como uma luva na minha coleção!. Ótima qualidade e um custo benefício excelente!.
5,"Caixa de alta qualidade. Super aprovado!. Tô impressionado com a qualidade da caixa de som, muito bem acabada, som de altíssima qualidade. Compre sem medo."
5,Gostei muito bom!. Não perdi nada pra jbl😉👍.
5,"Top demais tenho um jbl original e não vi diferença nenhuma, extrema qualidade de som essa caixinha podem comprar e além disso é linda."
5,"Top muito boa a caixinha, o som é bom pelo tamanho da dela e a bateria durou 4 horas direto."
5,"Vale muito a pena, super levinha e compacta, da pra levar pra qualquer lugar!."
4,Ela veio com a cor errada mas fora isso muito boa.
5,Gostei do produto superou minhas expectativas.
5,Muito bom! instalei no meu banheiro pra tomar banho escutando música. Instalação fácil e fácil de conectar no celular.
5,Tudo ok !. Som satisfatório.
4,Produto categoria média.
5,"Muito bacana,som nítido e baixo custo."
5,"Ótimo, som alto e de qualidade."
5,E bem mais bonita pessoalmente além de ser bastante alta sem chiado ou ruido e a qualidade do som e equalizador e maravilhosa foi uma ótima compra (um aviso se vc quiser ela ainda aos tunada e só por um módulo) mas msm sem tá ótimo já dá pra ouvir um som top.
5,"Bom,som com boa sincronia,permite ouvir no ultimo volume,sem rouquidao ou interferencia. Uso na area da piscina,conecçao perfeita com celulares e pendrive. Importante~~ voce nao precisa esperar pra carregar bateria,pois alimenta direto na rede eletrica."
5,Muito bonita coloquei mais 2 auto falantes focou top !!! fiz um vídeo 📹.
5,"Produto excelente, comprem sem medo !!!. Som muito bom e alto."
5,"Surpreso com a sonoridade, até mesmo com um simples amplificador digital, excelente!."
5,Qualidade de som excepcional!!!.
5,Excelente qualidade.
5,Muito top jbl é nota 10.
5,Sou músico já à 20 anos e nunca vi um produto com tamanho custo benefício! fica aqui minha opinião invistam sem medo! vale muitoo a pena pessoal!.
5,"Qualidade muito boa mesmo com volume mais aberto, perfeita para quem toca em barzinhos, igreja e eventos pequenos. Ótimos recursos como pareamento com outra caixa staner via bt. Só precisa de um mixer para mais canais , mas entrada de linha xlr é ótima. Recomendo muito!."
5,"Vamos lá. Não devemos comparar com jbl, turbosound, yamaha, e demais caixas top de linha. Mas comparando com as similares (datrel, donner e até mesmo alguns modelos da attack), essa caixa da staner surpreende pela qualidade do som. O grave é muito bom, não é de tremer os vidros como um sub, mas é realmente bom. Médios e agudos são perfeitamente alinhados, e a junção de grave + médio + agudo fica muito redondinho. Fiz uma pequena resenha em meu terraço, usei somente uma caixa dessas e o som ficou beirando a perfeição (tendo em mente que não usei nenhuma caixa de sub, só controladora + mesa de som + caixa staner). Grave encorpado, voz limpa e agudos só marcando direitinho. Podem comprar sem medo, nessa faixa de preço não tem melhor! vale 100% de cada centavo."
5,"A staner ps1501 é uma excelebte caixa de som. É o melhor custo benefício do mercado pois cem com tripé para colocar ela e pelo fato do tripé dela ser em 2 partes uma das partes ainda serviu de pedestal nos meus subgraves ativos da datrel, deixando o visual mais elegante com a caixa ativs acima dela. O controle remoto é ótimo e uma das coisas que mais gostei foi que ele pega de frente para a caixa, não precisando ir atras toda hora pra ficar mirando atras da caixa de som pra trocar as músicas. A função tws é ótima pois com 2 caixas ativas desse mesmo modelo você pareia as 2 via bluetooth e faz o som sem fio em estéreo. Mas funciona apenas no bluetooth. Você pareia o celular em uma das caixas, depois liga o bluetooth da outra caixa e daí na primeira caixa que você conectou o bluetooth você aperta a tecla tws pra parear as 2 caixas e curtir um som estéreo. O som dela é ótimo, bem limpo com graves presentes não aquela pancada de som automotivo não mas um grave bem gostoso de ouvir. Os agudos são bem equilibrados e o som não clipa facil de jeito nenhum, só clipa mesmo se voce forçar ela em wuase volume máximo, o que já é um bom som. As conexões são boas, nao apresenta chiado ou microfonia com os 🎤 que tenho aqui só se você aumentar muito o ganho do 🎤. Caixa de som bonita, bem robusta e bem construída. Possui rodinhas pra ajudar no transporte e alças pra transporte. Recomendo muito a caixa de som. Com 2 aqui ficou animal. Juntando meus 2 graves o som ficou toop. Recomento."
5,Ótima caixa compramos 2 pra usar na igreja já conhecia a caixa som de qualidade e bem definido nada a reclamar.
5,"Pelo valor cumpre seu papel, a qualidade do som e os graves não são tão bons mas pelo valor está ótimo, bateria tem uma boa duração em volume médio."
5,Produto bom. Qualidade do som tbm e bom.
5,Excelente produto vale a pena comprar 👍👍👍.
5,"Rapida conexao, bom som e fácil utilização !. E ainda tem rádio."
5,Caixa de som de qualidade!!! sim puro. Vale muito a pena a compra!!! que som maravilhoso!!!.
5,"Qualidade de som ótima, não é um som alto mais tem agudos médio e grave de qualidade, o material usado têm boa qualidade tudo bem colocando sem rebarbas."
5,"Eu amei essa caixa de som!!! excelente custo benefício, material de qualidade maravilhosa, os graves são ótimos, os agudos não arranham, é fácil de usar, os microfones são lindos e sensíveis ao som, a caixa não dá trabalho pra conectar o bluetooth, a correia é segura e confortável e os leds são lindíssimos!!! recomendo demais!!!."
5,"Apesar dl tamanho ele é excelente e os microfones são de ótima qualidade , recomendo."
5,"Caixinha simplesmente incrível. Som limpo, alto e os microfones ainda vem com função de karaokê que ""tira"" a voz das músicas pra você cantar."
5,Muito show.
5,"Podem comprar sem medo. A qualidade é otima, os materiais, os leds, tudo muito bem feito, a conectividade é boa e rapida. O som tem muito reforço dos medios e a função de reforço de grave na verdade apenas corta os agudos, o que deixa o som mais pobre. Minha dica de ouro apósquase 1 mêsde uso: baixe um aplicativo de equalização no celular e deixa configurado como esta na foto. Pronto, vc vai ter um som muito proximo a uma jbl por 20% do valor de uma dessas. Outra dica é para lugares abertos: deixe a caixa no chão, assim os graves se propagam melhor e o som ambiente fica top d+. E sim a caixa é mto potente!!!."
5,O som não é de 400w nem pensar mas para uso doméstico até que funciona.
5,Deveria ter opção de fazer vídeo do produto funcionando para que futuros clientes possa ver as avaliações melhores. Mais é um produto de ótima qualidade minha esposa amou recomendo.
5,"Amei tudo perfeito. Pra quem procura menos volume e qualidade alta essa me surpreendeu,ótima para encontros familiares e baladinhas atende a todos!."
5,"Produto excelente atendeu minhas expectativas , e um som perfeito e potente."
5,Ótima gostei.
5,Gostaria de saber se essa caixinha pega radio fm. ?.
5,Bonita e bem alto o volume.
5,Gostei tem um volume alto ficaria mais contente se estivesse rádio fm tudo bem da pra levar.
5,"Produto muito bom, excelente qualidade."
5,"Este caixa som é muito adequado para entusiastas da música como eu, pois pode ajustar os graves e agudos. O som também é muito forte e potente, adequado para ouvir vários tipos de música e ajustar as frequências altas e baixas. E sua iluminação rgb também é muito bonita. Gostei muito deste caixa som."
4,"Um ótimo custo benefício, a caixa tem um grave bom uma duração de bateria ótima, muito boa pelo preço, e tem uma ótima qualidade de construção."
4,"Ótimo! som muitíssimo limpo graves top conectividade excelente. Materiais de ótima qualidade, bateria dura muito. Gostei 👏👏👏. Recomendo."
5,Até então t ok!.
4,"Muito boa,só acho que poderia ser um pouco mas alto o volume."
5,Muito bom e auto o microfone tem eco mas valeu apena vale muito compra.
5,"A caixinha tem um ótimo volume, mas o microfone da muito eco, não cumpriu o prometido!."
5,Caixinha ótima!!! volume alto. Adorei.
5,"Amei essa caixinha de som, recomendo ótimo som."
5,"Sou um fã de karaokê e já fui em vários… um deles usava a jbl encore e fiquei besta com a qualidade do karaokê… busquei outras caixas pelo preço (2 mil a jbl) e escolhi esta x32 imenso meio receoso…. Eu testei ela o dia todo. Pasmem, não perde em nada na qualidade e sonoridade… a bicha é bruta, compacta e linda. Me surpreendi de verdade… karaokê e som garantido em qualquer festa ou ambiente. Único ponto negativo mas compreensivo e até agradeço se precisar repor (jbl 600 reais se precisar comprar novos) é o microfone que não aparenta aguentar tantas quedas pelo material. Mas qualidade excelente de áudio. Não percebi o delay que alguém relatou aqui… voz saiu no tempo normal. Eu aprovo e recomendo!."
5,"Muito bonito, pequeno, forte e bem acabado! som para curtir músicas boas, com vocal e sem muito bass. Ótimo produto, recomendo. Obs. Não caiam nessa de 120w (no máximo 50w). Mas manda bem demais."
5,"Perfeitoooo!!!. Amei de mais,foi uma das minhas melhores compras, qualidade sucerral,queria um som que já vinhesse com microfone pra mim louvar por que o que eu tenho não e ideal para conectar com microfone e se eu aumentasse o volume do som aumentava também do mícrofone e ficava muito alto,já esse tem a opção tanto de você diminuir o som do microfone quanto do som!. O som realmente e bem alto, o som do microfone sai perfeito!!. Eu pesquisei muito antes de comprar,e ameiii demais😍😍😍."
5,"Melhor custo x benefício. Som bom, é alta, bonita, microfones são bons. Tem um delay no microfone e o bluetooth não alcança muito longe, mas se levar em conta o valor eu compraria de novo sem pensar duas vezes."
5,"Ela é simplesmente maravilhosa! a qualidade do som é impressionante, assim como a qualidade dos microfones, que além de potentes são lindos! a bateria dura suas 7 horas se usada com moderação, ouvindo no som em até 50% o que no ambiente doméstico é mais que o suficiente!. Ela é muito alta! meu irmão tinha uma caixa mondial 400w que não era tão alta e com som tão nítido quando essa! veio toda completinha, bonitinha e intacta. Tô fazendo o teste esses dias e até agora estou satisfeita! ela só tem um único probleminha. Um leve delei nos microfones, mas é tão leve que se não fosse meu irmão músico à anos eu nem teria notado, não atrapalha em nada a cantoria e no microfone a fio não há atraso algum! enfim! pra quem curto karaokê foi a melhor compra que eu fiz no ano!."
5,"Maravilhoso, ta tirando minha mãe da depressão. Qualidade ótima, to apaixonada."
5,A caixa muito boa ela tem led superou minhas expectativas.
5,Gostei recomendo preço muito bom qualidade boa bem potente amei comprarei de novo.
4,"Achei sensacional, muito bom mesmo pelo custo. O som é bem alto, porém parece que é meio abafado, mas de resto, parece ser ótimo. Em relação a bateria ainda não testei, mas no geral nota 4/5."
5,"O som é ótimo, a bateria dura muito veio tudo funcionando. Tive que trocar a bateria do controle pois nao tava funcionando. O eco do microfone na caixinha não é muito bom mas minha família se divertiu muito. Vale muito a compra."
4,Cumpre o que promete.
5,Muito boa som alto.
5,Maravilhoso.
5,Caixa de som excelente mais do que o esperado muito potente top demais.
5,"Produto funciona bem, cumpre a proposta."
5,Fala muito conectado a alexa nuu. Só alegria podem comprar sem medo. Melhor que a 400 está 550wats perfeito.
5,"Qualidade ótimo, material bom, volume e qualidade do som ótimo , fiquei satisfeito com a compra, eu recomendo."
5,"Atendeu as minhas necessidades. Para quem quer uma caixa para uso doméstico, ou aquele karaokê no churrasco super indico."
4,"Acabamento ruim , mas pelo valor vale a pena."
5,Produto excelente! usei dois sistemas em um teatro para 400 pessoas fazendo música instrumental e ficou perfeito!.
4,"Ótimo custo benefício, som claro e bom graves , ótimo pra divertir e escutar boa música."
5,Gostei bastante desse produto!.
2,"Produto é bom ,veio funcionando e tal , porém veio com problema no botão de ligar e desligar a caixa , botao n trava na hora de desligar , fica so no ""on "",só liga direto na tomada e pra desligar tbm, só na tomada , n vou devolver pq preciso dessa caixa pra omtem ,somente. Antes de enviarem ainda ainda pedi pra conferir se tava tudo certo e a loja disse q tinha testado e tava tudo certo. Enfim."
4,Ótimo adorei.
5,Amei minha alexa!.
5,Excelente produto e muito prático de usar.
5,Ótimo a alexia fica num lugar que não atrapalha.
5,"Ótimo produto,para música o som é prefeito,comprei pra minha filha presente de aniversário."
5,"Excelente espriência de áudio, equipamento com muitos recursos."
5,"Incrível! tava querendo comprar uma alexa faz tempo e não sabia qual, essa foi minha escolha e não me arrependo, vale cada centavo!."
5,"Simplesmente um show!!! eu não sei mais viver sem esse magnífico echo dot. A alexa passou a fazer tudo para mim. Eu simplesmente mando acender as luzes e ela acende. Mando apagar e ela apaga. Eu digo que vou ver tv e ela liga o tv box, a tv e a sound bar. Eu digo que acabei de ver tv e ela desliga tudo. Eu peço para ouvir música e ela toca. Eu peço para ela me acordar, e ela acorda, eu peço para ouvir notícias e ela bota notícias para eu ouvir. Eu peço para ela marcar 10 minutos para mim, e ela marca. Resumindo, ela faz tudo e mais um pouco. Usando controle remotos wifi smart inteligentes eu consegui configurar equipamentos antigos, que tenho a mais de dez anos. Ela liga e desliga tudo pra mim, sem problemas. Eu simplesmente amei. Eu comprei três e estou totalmente satisfeito. Eu recomendo para todos que gostam de tecnologia, e para todos que querem ter uma casa inteligente. Podem comprar sem o menor medo."
5,"O tamanho da caixinha não mede seu real potencial, a qualidade do som é incrivél e além disso, a alexa pode ser sua melhor amiga dentro de casa, auxilia em várias tarefas do dia a dia. Achei que o aplicativo confuso mas logo você pega o jeito e consegue configurar tudo ao seu jeito, aqui em casa meus eletros não possuem wi-fi então para toda a mágica de casa inteligente acontecer vou precisar investir num controle universal infra vermelho, isso me deixou decepcionada mas não tem nada a ver com o equipamento, fica realmente a ressalva para quem tiver planos de comprar e também não possuem televisão, ar condicionado ou demais equipamentos com wi-fi. A alexa é um primeiro passo para automação mas nem de perto um equipamento único, ainda sim acho que vale super a pena!."
5,"Top top, mas perante a qualidade e potência do som assim como considero a mais ""atenta"" devido a menor frequência das ocasiões tendo que repetir ""chamados"" (dizendo apenas alexa e ela não interagindo assim tendo que chama-la novamente ou então mais ocasionalmente ainda mas ocorrendo algumas situações de dar algum comando e ela não compreendendo e tendo de repetir) indico a echodot 4 sem relógio. Mas ambas são uma excelente ""secretaria""!. Aliás outro grande detalhe que vale apena destacar (principalmente se como eu, tem firestick também) é que se tu for assinante amazon music (fui prime mas não gostei e não aconselho, devido após a primeira música de uma playlist, ou álbum selecionando ou pós uma música solicitada entrando em modo aleatório já na próxima faixa) já no unlimited fica top, rodando e tocando somente o que solicitou, sem anúncios e limites, assim digo a ti que terá uma excelente relação com alexa perante músicas, agora caso (assim como eu também) assinante do youtube premium e espera alguma facilidade com este aplicativo, ""pode tirar isto da cabeça"" pois ""tudo"" que for solicitado à alexa referente a vídeos ou músicas ela vai abrir os app da amazon (mesmo dando comando pra abrir pelo youtube ela abre o app amazon, ao menos assim ocorrendo comigo). Considerando estes detalhes super recomendo pois os demais são ""só alegria""!."
5,"Sensacional, ajuda muito nos afazeres do dia a dia, tem muitas skills úteis. Eu tenho deficit de atenção então sempre que dormia eu precisava colocar algum vídeo pra ouvir para que me cérebro se concentrasse no som e eu conseguisse acalmar meus pensamentos, e a alexa toca sons pra dormir, chuva, tempestade, riacho etc. Só por isso o produto já me deu qualidade de vida. Tenho uma lâmpada smart e ela sincronizou sem problema nenhum. Som? excelente, toca muito alto, muito alto mesmo, dá pra usar tranquilamente pra ouvir umas músicas de forma descontraída. (festas não sei, sou antisocial e não faço festa). Enfim, sensacional, mesmo que você só tenha 1 ou 2 coisas smart, ou até mesmo nenhuma, vale muito a pena."
5,"Ótima qualidade, som perfeito, ela atende a todos os meus chamados. Para quem tem dúvidas, o padrão da tomada é o americano, mas nada que um adaptador não resolva."
5,"A alexa e suas echos são maravilhosas mas vou deixar alguns pontos. Eu tenho uma echo dot 3 e tenho uma echo show também. Assim que abri a caixa a primeira coisa que percebi foi o plástico, o material, não é o mesmo, achei mais inferior. Também notei o peso, mais leve. Mas sei que essa echo pop é mais simples, mais barata, mais enxuta em relação as outras. Espero que a amazon não diminua de qualidade. Antes de comprar vi na internet que o som dessa echo pop era melhor. Em relação a que eu tenho, a echo dot 3, não é. Segurando as duas, a echo dot 3 e essa echo pop é notório a qualidade do material, do plástico, o peso. A echo dot 3 é melhor. Dependendo da folga no bolso acho que é melhor procurar uma echo dot 5."
5,"Produto de qualidade excepcional, o som é perfeito, com graves na quantidade certa! sinceramente me surpreendeu. Estou amando!."
5,"Alexia pop com esse novo processador ficou bem responsiva, quando você chama é super rápida, as respostas também são imediatas, o som de excelente qualidade, com esse suporte do lado da minha cama ficou muito útil, consigo dar os comandos da minha cama para os componentes inteligentes, antes de dormir escuto minhas playlists do spotify, você tem alguma dúvida ou preciso de alguma notícia é muito fácil ter acesso, solicitei barulho de chuva e trovões juntamente com o time para ter um momento de relaxamento e dormir mais agradável. Pela manhã cedo ela me despertou e como configurei já tocou uma música e já me passou as notícias do dia. Um dia de uso já não consigo mais ficar sem, recomendo comprar esse suporte no mercadolivre e deixar do lado da cama fica muito útil e prático."
5,"Adorei essa alexa. Achei super custo benefício e agora consigo me organizar melhor nela, além de muitas outras coisas. Recomendo! só fiquei um pouco confuso na hora do microfone ligado e desligado, mas fora isso ok, só baixando o celular e configurar."
4,"Gostei muito do produto mas tenho dois pontos: o primeiro é que o manual que foi enviado não tinha em português, só inglês, espanhol e francês e a tomada que é aquele tipo chato que não cabe nas tomadas vendidas no brasil. Tendo que colocar um adaptador."
5,"Maravilhoso e surpreendente! meu paizinho teve covid que evoluiu para um avc onde perdeu os movimentos do corpo! ele e a alexa se deram muito bem! ele pede tudo pra ela e dessa forma se sente mais independente! foi uma ideia e tanto pra ajudar na recuperacao dele! e o produto em si, funciona super bem e nao é nada dificil de instalar e operar! nota 10."
5,"Eu particularmente amei, facilita muito minha vida e confesso que me deixou meio preguiçosa kkk. A alexa mima a gente de uma maneira diferente, sempre educada (as falas são muito fofas??) e responde tudo de verdade, fora que quando é um dia especial, ou comemorativo, ela te informa logo quando vc da bom dia pra ela. Já testei com música (som incrível) comando de voz bem atendido (uso spotify). Já usei com audiobook, leitura muito bem feita, adapta os sons caso seja uma leitura dramática. Já usei para jogar, siiiim tem essa função também, jogos funcionam muito bem e é uma boa pra descontrair. Fora funções ""básicas"" como programar alarme, temporizador, fazer lembretes e falar as notícias do dia (de acordo com a fonte que vc programar- eu uso cnn). Tem uma função q eu descobri essa semana, uma skill dela (tipo uma função q vc adiciona no app) ajuda o idoso, ela se torna um apoio, comunica a família caso ele peça ajuda, fora que conversa com ele, passa receitas. Resumindo recomendo para qualquer pessoa, faixa etária, ritmo de vida."
5,"A qualidade do produto e da loja é excepcional. Mas vou dar uma dica, único problema é que é bem inútil sem outras coisas, tipo lampada wifi, ar condicionado wifi, tudo precisa ser com wifi e não é barato, da um certo trampo fazer tudo certinho. Sendo bem sincero, é melhor comprar uma jbl que carrega a bateria e usa onde quiser e controla pelo iphone mesmo e é isto. Outro ponto é ter que ficar fixa num canto, já que assistente virtual se tirar da tomada ela zera e precisa reconfigurar - uma função - enfim. Produto de excelente qualidade como eu disse, porém é necessário entender se é essa a sua necessidade realmente."
5,O acabamento do produto é sensasional. Muita gente fala mal dizendo que a alexa é um pouco surda mas comigo ela escuta direitinho kkkkk agora é só automatizar a casa toda kkkk. A princípio parece que a alexa é um supérfluo mas vc vai utilizando ela de uma forma que otimize sua vida e funciona :-).
5,"Adorei a alexa!. Indico que vejam em alguns sites as frases de comando para que possam aproveitar melhor!. A função de só pedir a música e tocar é excelente, porém, percebi que no spotify apesar de pedir a música da forma correta, tocava a música errada. Sendo assim, assinei o amazon music por r$ 6,90 e agora toca a música corretamente."
5,Muito bom super recomendo obrigado mercado livre.
5,"Amei demais 🤩 tem um som ótimo. Ela conecta bem com os aplicativos,fácil para arrumar e liga lá ❤️ amei super recomendo,só para conectar tem k ter as tomadas específicas para ela conectar e para as luzes tbm tem k ter o plugue certo para ela comandar. Mas não fica tão caro os plugues para ela comandar. Intende bem o que falamos e responde certinho e intende todas as vozes 😊❤️ amei. Comprem não vão se arrepender."
5,Gostei da alexa muito bom o som recomendo.
5,Linda maravilhosaaaaa.
5,Simplesmente ameiii.
5,Maravilhosa 😍😍 amei 🤩 muito ❣️.
5,"Produto excelente, além de bonito. Excelente compra."
4,"O som tem uma ótima qualidade, os comandos de voz são responsivos. Único porém é o conector de energia que não é padrão br, então não deve ser fabricado no brasil. Espero não ter problemas caso precise acionar garantia."
5,"Melhor coisa que fiz foi comprar a echo dot 5, e colocar relés nas tomadas, luz inteligente no quarto e tomadas inteligente tbm, controlo tudo por voz ou programação, o som dela e muito forte pelo tamanho dela. Fora que fiz uma rotina boa noite( ela apaga todas as luzes e desliga a tv sozinha, etc. )."
5,Eu achei meu produto maravilhoso.
5,Muito boa funcionando perfeitamente responde bem os comandos amei a minha alexa.
5,"Muito bom ,o som é ótimo ,a receptiva do produto muito boa !! qualidade de som 😀👍🏾."
4,É mais ou menos confiável não comprem.
5,"Encaixou perfeitamente na echo 3a geração, deixando ela vertical e facilitando a captação dos comandos."
5,Otimo.
5,"Material bom é de fácil colocação na parede, gostei muito!!."
4,"No começo amei, mas ainda não a entendi direito. Peço para contar uma piada engraçada, com história, e ela só fala o que é o que é. Não sabia que teria que assinar a amazon para ter playlist, pago quase 15 reais. Como não sei fazer ligações e programas em luz para automatizar, então a uso para ver as horas,ouvir musicas, temperatura, dicionário, coisas pequenas. É legal, mas não foi tudo isso! muitas coisas que pergunto ela responde que não tem programação."
5,"Produto muito bom! cumpre o que propõe. Permite automações e essa quinta geração vem com sensor interno, permitindo ainda mais variedades de controle."
5,"Ótimo produto. Comprei de presente para o meu namorado. Compensa ver no dia da compra se vale mais a pena comprar aqui pelo ml ou pelo próprio site da amazon. A tomada é modelo americano mesmo, o que não é problema algum se há o adaptador para ligar na tomada. A tomada de modelo brasileiro (tipo n - três pinos) custa 89 reais na amazon (data deste comentário) -- geralmente compatível com os modelos de tomadas aqui do brasil e também mais fácil de encontrar adaptadores (benjamins) para conectar. Acho que o ponto principal é mesmo a tomada, porque para algumas pessoas pode compensar pagar mais ""caro"" no site da amazon mas ter a tomada padrão brasil que vai ser menos desgastante para instalar mas para outras isso não faz diferença. Importante lembrar que a amazon faz promoções relâmpago dos produtos echo no site, então sempre bom olhar lá antes de olhar aqui também. Sobre a alexa em si, ela funciona da mesma forma que vemos nos vídeos do youtube. É um ótimo produto, extremamente prático e divertido. Para quem equipou a casa/cômodos com luzes ou interruptores inteligentes ela vai apagar as luzes, mudar de cor, muito bacana. Além de ter integração com diversos eletrodomésticos mais atuais. Importante observar também que a luz inteligente pode dimerizar (mudar intensidade da luz) enquanto que os interruptores para luz normal não dimerizam, então a alexa apenas liga e desliga a luz. Recomendo ver se compensa mais trocar as lâmpadas ou comprar o interruptor inteligente."
